plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,1466127,1466778,=>,Hexitol phosphatase HxpA,CDS,Hexitol phosphatase HxpA (EC 3.1.3.22) (EC 3.1.3.23) (EC 3.1.3.50)
DH5a_AziR_reorientated_DnaA,1466864,1468697,=>,Uncharacterized transporter YfbS,CDS,Uncharacterized transporter YfbS
DH5a_AziR_reorientated_DnaA,1468755,1469355,<=,5'-deoxynucleotidase YfbR,CDS,5'-deoxynucleotidase YfbR (EC 3.1.3.89)
DH5a_AziR_reorientated_DnaA,1469438,1470656,<=,Alanine transaminase,CDS,Alanine transaminase (EC 2.6.1.2)
DH5a_AziR_reorientated_DnaA,1471575,1472514,=>,LysR family transcriptional regulator LrhA,CDS,LysR family transcriptional regulator LrhA
DH5a_AziR_reorientated_DnaA,1472717,1472882,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1473144,1473588,=>,NADH ubiquinone oxidoreductase chain A,CDS,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1473603,1474266,=>,NADH-ubiquinone oxidoreductase chain B,CDS,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1474359,1476162,=>,NADH-ubiquinone oxidoreductase chain C,CDS,NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1476164,1476665,=>,NADH-ubiquinone oxidoreductase chain E,CDS,NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1476661,1477999,=>,NADH-ubiquinone oxidoreductase chain F,CDS,NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1478051,1480778,=>,NADH-ubiquinone oxidoreductase chain G,CDS,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1480774,1481752,=>,NADH-ubiquinone oxidoreductase chain H,CDS,NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1481766,1482309,=>,NADH-ubiquinone oxidoreductase chain I,CDS,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1482320,1482875,=>,NADH-ubiquinone oxidoreductase chain J,CDS,NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1482871,1483174,=>,NADH-ubiquinone oxidoreductase chain K,CDS,NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1483170,1485012,=>,NADH-ubiquinone oxidoreductase chain L,CDS,NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1485175,1486705,=>,NADH-ubiquinone oxidoreductase chain M,CDS,NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1486711,1488169,=>,NADH-ubiquinone oxidoreductase chain N,CDS,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)
DH5a_AziR_reorientated_DnaA,1488252,1489101,<=,Uncharacterized protein YfbP,CDS,Uncharacterized protein YfbP
DH5a_AziR_reorientated_DnaA,1489159,1489582,<=,Uncharacterized protein YfbO,CDS,Uncharacterized protein YfbO
DH5a_AziR_reorientated_DnaA,1489790,1490507,=>,Uncharacterized protein YfbN,CDS,Uncharacterized protein YfbN
DH5a_AziR_reorientated_DnaA,1490779,1491283,<=,Uncharacterized protein YfbM,CDS,Uncharacterized protein YfbM
DH5a_AziR_reorientated_DnaA,1491385,1492357,<=,Uncharacterized protein YfbL,CDS,Uncharacterized protein YfbL
DH5a_AziR_reorientated_DnaA,1492494,1494222,=>,"Putative von Willebrand factor, vWF type A doma",CDS,"Putative von Willebrand factor, vWF type A domain protein STM2315"
DH5a_AziR_reorientated_DnaA,1494292,1495501,<=,Deubiquitinating protease ElaD,CDS,Deubiquitinating protease ElaD
DH5a_AziR_reorientated_DnaA,1495691,1496627,<=,Ribonuclease Z,CDS,Ribonuclease Z (EC 3.1.26.11)
DH5a_AziR_reorientated_DnaA,1496673,1497135,=>,N-acetyltransferase ElaA,CDS,N-acetyltransferase ElaA
DH5a_AziR_reorientated_DnaA,1497189,1497495,=>,ElaB protein,CDS,ElaB protein
DH5a_AziR_reorientated_DnaA,1497573,1498869,=>,Isochorismate synthase,CDS,Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)
DH5a_AziR_reorientated_DnaA,1498957,1500628,=>,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexe,CDS,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)
DH5a_AziR_reorientated_DnaA,1500624,1501383,=>,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carb",CDS,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate synthase (EC 4.2.99.20)"
DH5a_AziR_reorientated_DnaA,1501397,1502255,=>,Naphthoate synthase,CDS,Naphthoate synthase (EC 4.1.3.36)
DH5a_AziR_reorientated_DnaA,1502254,1503217,=>,O-succinylbenzoate synthase,CDS,O-succinylbenzoate synthase (EC 4.2.1.113)
DH5a_AziR_reorientated_DnaA,1503213,1504569,=>,O-succinylbenzoic acid--CoA ligase,CDS,O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)
DH5a_AziR_reorientated_DnaA,1504678,1504945,=>,"Signal transduction protein PmrD, part of PhoPQ",CDS,"Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system"
DH5a_AziR_reorientated_DnaA,1504938,1505325,<=,Undecaprenyl phosphate-aminoarabinose flippase,CDS,Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF
DH5a_AziR_reorientated_DnaA,1505324,1505660,<=,Undecaprenyl phosphate-aminoarabinose flippase,CDS,Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE
DH5a_AziR_reorientated_DnaA,1505656,1507309,<=,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-,CDS,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK
DH5a_AziR_reorientated_DnaA,1507308,1508199,<=,4-deoxy-4-formamido-L-arabinose- phosphoundecap,CDS,4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)
DH5a_AziR_reorientated_DnaA,1508195,1510178,<=,UDP-4-amino-4-deoxy-L-arabinose formyltransferase,CDS,UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)
DH5a_AziR_reorientated_DnaA,1510177,1511146,<=,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-ar,CDS,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)
DH5a_AziR_reorientated_DnaA,1511149,1512307,<=,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate a,CDS,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87)
DH5a_AziR_reorientated_DnaA,1512596,1513199,=>,Lipopolysaccharide core heptose,CDS,Lipopolysaccharide core heptose(II)-phosphate phosphatase @ Polymyxin resistance protein PmrG
DH5a_AziR_reorientated_DnaA,1513237,1513663,<=,Pyrimidine deoxynucleoside triphosphate,CDS,Pyrimidine deoxynucleoside triphosphate (dYTP) pyrophosphohydrolase NudI
DH5a_AziR_reorientated_DnaA,1513941,1514484,=>,Uncharacterized outer membrane protein YfaZ,CDS,Uncharacterized outer membrane protein YfaZ
DH5a_AziR_reorientated_DnaA,1514583,1515786,=>,ADP-ribose pyrophosphatase of COG1058 family,CDS,"ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase paralog YfaY, no functional activity"
DH5a_AziR_reorientated_DnaA,1516005,1516788,=>,L-rhamnonate utilization transcriptional regula,CDS,L-rhamnonate utilization transcriptional regulator (predicted by genome context)
DH5a_AziR_reorientated_DnaA,1516802,1518008,=>,L-rhamnonate dehydratase,CDS,L-rhamnonate dehydratase (EC 4.2.1.90)
DH5a_AziR_reorientated_DnaA,1518064,1519354,=>,L-rhamnonate transporter,CDS,L-rhamnonate transporter (predicted by genome context)
DH5a_AziR_reorientated_DnaA,1519371,1520175,=>,2-keto-3-deoxy-L-rhamnonate aldolase,CDS,2-keto-3-deoxy-L-rhamnonate aldolase (EC 4.1.2.53)
DH5a_AziR_reorientated_DnaA,1520215,1520401,<=,"Pseudogene ypaA, similarity with carboxyl termi",CDS,"Pseudogene ypaA, similarity with carboxyl terminus of putative transposase YfaD"
DH5a_AziR_reorientated_DnaA,1520413,1521313,<=,Uncharacterized protein YfaD,CDS,Uncharacterized protein YfaD
DH5a_AziR_reorientated_DnaA,1521355,1521481,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1521505,1522696,<=,Anaerobic glycerol-3-phosphate dehydrogenase su,CDS,Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)
DH5a_AziR_reorientated_DnaA,1522692,1523952,<=,Anaerobic glycerol-3-phosphate dehydrogenase su,CDS,Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)
DH5a_AziR_reorientated_DnaA,1523941,1525570,<=,Anaerobic glycerol-3-phosphate dehydrogenase su,CDS,Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)
DH5a_AziR_reorientated_DnaA,1525842,1527201,=>,Glycerol-3-phosphate transporter,CDS,Glycerol-3-phosphate transporter
DH5a_AziR_reorientated_DnaA,1527205,1528282,=>,Glycerophosphoryl diester phosphodiesterase,CDS,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)
DH5a_AziR_reorientated_DnaA,1528323,1528530,<=,"YfaH, a fragment of LysR family transcriptional",CDS,"YfaH, a fragment of LysR family transcriptional regulator STM2281"
DH5a_AziR_reorientated_DnaA,1528744,1529395,=>,Weak-acid-inducible locus InaA,CDS,Weak-acid-inducible locus InaA
DH5a_AziR_reorientated_DnaA,1529448,1529703,<=,YfaE: ferredoxin involved with ribonucleotide r,CDS,YfaE: ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance
DH5a_AziR_reorientated_DnaA,1529702,1530884,<=,Ribonucleotide reductase of class Ia,CDS,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"
DH5a_AziR_reorientated_DnaA,1531066,1533352,<=,Ribonucleotide reductase of class Ia,CDS,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)"
DH5a_AziR_reorientated_DnaA,1534095,1537800,=>,Uncharacterized protein YfaL,CDS,Uncharacterized protein YfaL
DH5a_AziR_reorientated_DnaA,1537927,1538650,<=,3-demethylubiquinol 3-O-methyltransferase,CDS,3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)
DH5a_AziR_reorientated_DnaA,1538796,1541424,=>,DNA gyrase subunit A,CDS,DNA gyrase subunit A (EC 5.99.1.3)
DH5a_AziR_reorientated_DnaA,1541572,1543261,=>,Uncharacterized protein YfaA,CDS,Uncharacterized protein YfaA
DH5a_AziR_reorientated_DnaA,1543257,1543881,=>,Uncharacterized protein YfaT,CDS,Uncharacterized protein YfaT
DH5a_AziR_reorientated_DnaA,1543904,1547918,=>,UPF0192 protein YfaS,CDS,UPF0192 protein YfaS
DH5a_AziR_reorientated_DnaA,1547933,1548419,=>,putative membrane protein,CDS,putative membrane protein
DH5a_AziR_reorientated_DnaA,1548419,1550069,=>,Uncharacterized protein YfaQ,CDS,Uncharacterized protein YfaQ
DH5a_AziR_reorientated_DnaA,1550073,1550850,=>,Uncharacterized protein YfaP,CDS,Uncharacterized protein YfaP
DH5a_AziR_reorientated_DnaA,1550923,1552108,<=,Acetyl-CoA acetyltransferase,CDS,Acetyl-CoA acetyltransferase (EC 2.3.1.9)
DH5a_AziR_reorientated_DnaA,1552138,1553461,<=,Short-chain fatty acids transporter,CDS,Short-chain fatty acids transporter
DH5a_AziR_reorientated_DnaA,1553457,1554108,<=,"Acyl-CoA:acetate CoA-transferase, beta subunit",CDS,"Acyl-CoA:acetate CoA-transferase, beta subunit (EC 2.8.3.8)"
DH5a_AziR_reorientated_DnaA,1554107,1554770,<=,"Acyl-CoA:acetate CoA-transferase, alpha subunit",CDS,"Acyl-CoA:acetate CoA-transferase, alpha subunit (EC 2.8.3.8)"
DH5a_AziR_reorientated_DnaA,1554965,1556351,<=,Acetoacetate metabolism regulatory protein AtoC,CDS,Acetoacetate metabolism regulatory protein AtoC
DH5a_AziR_reorientated_DnaA,1556347,1558174,<=,Signal transduction histidine-protein kinase AtoS,CDS,Signal transduction histidine-protein kinase AtoS (EC 2.7.13.3)
DH5a_AziR_reorientated_DnaA,1558340,1561190,=>,Sensor histidine kinase RcsC,CDS,Sensor histidine kinase RcsC (EC 2.7.13.3)
DH5a_AziR_reorientated_DnaA,1561389,1562040,<=,DNA-binding capsular synthesis response regulat,CDS,DNA-binding capsular synthesis response regulator RcsB
DH5a_AziR_reorientated_DnaA,1562056,1564729,<=,Phosphotransferase RcsD,CDS,Phosphotransferase RcsD
DH5a_AziR_reorientated_DnaA,1565467,1566571,=>,Outer membrane porin OmpC,CDS,Outer membrane porin OmpC
DH5a_AziR_reorientated_DnaA,1566682,1567738,=>,FAD:protein FMN transferase,CDS,FAD:protein FMN transferase (EC 2.7.1.180)
DH5a_AziR_reorientated_DnaA,1567811,1568876,=>,"""Methylphosphotriester-DNA--protein-cysteine S- /note=""Methylated-DNA--protein-cysteine methyltransferase (EC=",CDS,"""Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) / ADA regulatory protein"
DH5a_AziR_reorientated_DnaA,1568875,1569526,=>,Alpha-ketoglutarate-dependent dioxygenase AlkB,CDS,Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)
DH5a_AziR_reorientated_DnaA,1569601,1571245,=>,"ABC-type siderophore export system, fused ATPas",CDS,"ABC-type siderophore export system, fused ATPase and permease components"
DH5a_AziR_reorientated_DnaA,1571462,1573109,=>,Malate:quinone oxidoreductase,CDS,Malate:quinone oxidoreductase (EC 1.1.5.4)
DH5a_AziR_reorientated_DnaA,1573484,1573973,<=,"Proteinase inhibitor I11, ecotin precursor",CDS,"Proteinase inhibitor I11, ecotin precursor"
DH5a_AziR_reorientated_DnaA,1574107,1574272,<=,FIG00640962: hypothetical protein,CDS,FIG00640962: hypothetical protein
DH5a_AziR_reorientated_DnaA,1574380,1574875,=>,Ferredoxin-type protein NapF,CDS,Ferredoxin-type protein NapF (periplasmic nitrate reductase)
DH5a_AziR_reorientated_DnaA,1574864,1575128,=>,Periplasmic nitrate reductase component NapD,CDS,Periplasmic nitrate reductase component NapD
DH5a_AziR_reorientated_DnaA,1575124,1577611,=>,Periplasmic nitrate reductase,CDS,Periplasmic nitrate reductase (EC 1.7.99.4)
DH5a_AziR_reorientated_DnaA,1577617,1578313,=>,Ferredoxin-type protein NapG,CDS,Ferredoxin-type protein NapG (periplasmic nitrate reductase)
DH5a_AziR_reorientated_DnaA,1578299,1579163,=>,Polyferredoxin NapH,CDS,Polyferredoxin NapH (periplasmic nitrate reductase)
DH5a_AziR_reorientated_DnaA,1579159,1579609,=>,Nitrate reductase cytochrome c550-type subunit,CDS,Nitrate reductase cytochrome c550-type subunit
DH5a_AziR_reorientated_DnaA,1579618,1580221,=>,Cytochrome c-type protein NapC,CDS,Cytochrome c-type protein NapC
DH5a_AziR_reorientated_DnaA,1580239,1580857,=>,ABC transporter involved in cytochrome c biogen,CDS,"ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA"
DH5a_AziR_reorientated_DnaA,1580853,1581516,=>,ABC transporter involved in cytochrome c biogen,CDS,"ABC transporter involved in cytochrome c biogenesis, CcmB subunit"
DH5a_AziR_reorientated_DnaA,1581557,1582295,=>,"Cytochrome c-type biogenesis protein CcmC, puta",CDS,"Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE"
DH5a_AziR_reorientated_DnaA,1582291,1582501,=>,"Cytochrome c-type biogenesis protein CcmD, inte",CDS,"Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE"
DH5a_AziR_reorientated_DnaA,1582497,1582977,=>,"Cytochrome c-type biogenesis protein CcmE, heme",CDS,"Cytochrome c-type biogenesis protein CcmE, heme chaperone"
DH5a_AziR_reorientated_DnaA,1582973,1584917,=>,Cytochrome c heme lyase subunit CcmF,CDS,Cytochrome c heme lyase subunit CcmF
DH5a_AziR_reorientated_DnaA,1584913,1585471,=>,"Cytochrome c-type biogenesis protein CcmG/DsbE,",CDS,"Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase"
DH5a_AziR_reorientated_DnaA,1585467,1586520,=>,Cytochrome c heme lyase subunit CcmL / Cytochro,CDS,Cytochrome c heme lyase subunit CcmL / Cytochrome c heme lyase subunit CcmH
DH5a_AziR_reorientated_DnaA,1586730,1587378,<=,Nitrate/nitrite response regulator protein NarP,CDS,Nitrate/nitrite response regulator protein NarP
DH5a_AziR_reorientated_DnaA,1587796,1588813,=>,Transposase InsH for insertion sequence element,CDS,Transposase InsH for insertion sequence element IS5
DH5a_AziR_reorientated_DnaA,1588850,1588973,<=,"PTS system, mannitol-specific IIABC component",CDS,"PTS system, mannitol-specific IIABC component (EIIABC-Mtl) (Mannitol- permease IIABC component) (Phosphotransferase enzyme II, ABC component) (EC 2.7.1.69)"
DH5a_AziR_reorientated_DnaA,1588977,1591488,=>,Uncharacterized outer membrane protein YejO,CDS,Uncharacterized outer membrane protein YejO
DH5a_AziR_reorientated_DnaA,1591741,1593502,<=,"Inner membrane protein YejM, alkaline phosphata",CDS,"Inner membrane protein YejM, alkaline phosphatase superfamily"
DH5a_AziR_reorientated_DnaA,1593521,1593749,<=,UPF0352 protein YejL,CDS,UPF0352 protein YejL
DH5a_AziR_reorientated_DnaA,1593769,1593886,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1593930,1594938,=>,Nucleoid-associated protein NdpA,CDS,Nucleoid-associated protein NdpA
DH5a_AziR_reorientated_DnaA,1595076,1595361,<=,LSU ribosomal protein L25p,CDS,LSU ribosomal protein L25p
DH5a_AziR_reorientated_DnaA,1595485,1597246,<=,ATP-dependent RNA helicase YejH,CDS,ATP-dependent RNA helicase YejH
DH5a_AziR_reorientated_DnaA,1597394,1598090,=>,SSU rRNA pseudouridine,CDS,SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)
DH5a_AziR_reorientated_DnaA,1598117,1599308,=>,Multidrug resistance transporter => Bicyclomyci,CDS,Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1
DH5a_AziR_reorientated_DnaA,1599640,1599985,=>,Uncharacterized protein YejG,CDS,Uncharacterized protein YejG
DH5a_AziR_reorientated_DnaA,1599988,1601578,<=,"ABC transporter, ATP-binding protein YejF",CDS,"ABC transporter, ATP-binding protein YejF"
DH5a_AziR_reorientated_DnaA,1601579,1602605,<=,"ABC transporter, permease protein YejE",CDS,"ABC transporter, permease protein YejE"
DH5a_AziR_reorientated_DnaA,1602604,1603699,<=,"ABC transporter, permease protein YejB",CDS,"ABC transporter, permease protein YejB"
DH5a_AziR_reorientated_DnaA,1603699,1605514,<=,"ABC transporter, substrate-binding protein YejA",CDS,"ABC transporter, substrate-binding protein YejA"
DH5a_AziR_reorientated_DnaA,1605595,1607152,<=,c-di-GMP phosphodiesterase,CDS,c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeN
DH5a_AziR_reorientated_DnaA,1607332,1607899,<=,Murein DD-endopeptidase MepS @ Murein LD-carbox,CDS,Murein DD-endopeptidase MepS @ Murein LD-carboxypeptidase (EC 3.4.17.13)
DH5a_AziR_reorientated_DnaA,1608310,1609024,<=,Lipid A 1-diphosphate synthase,CDS,Lipid A 1-diphosphate synthase
DH5a_AziR_reorientated_DnaA,1609062,1610049,<=,Zinc-binding GTPase YeiR,CDS,Zinc-binding GTPase YeiR
DH5a_AziR_reorientated_DnaA,1610166,1611633,<=,Uncharacterized oxidoreductase YeiQ,CDS,Uncharacterized oxidoreductase YeiQ
DH5a_AziR_reorientated_DnaA,1611855,1612428,<=,Elongation factor P-like protein,CDS,Elongation factor P-like protein
DH5a_AziR_reorientated_DnaA,1612530,1612692,=>,FIG00638093: hypothetical protein,CDS,FIG00638093: hypothetical protein
DH5a_AziR_reorientated_DnaA,1612648,1612837,=>,UPF0153 protein YeiW,CDS,UPF0153 protein YeiW
DH5a_AziR_reorientated_DnaA,1612833,1614015,<=,Sugar efflux transporter B,CDS,Sugar efflux transporter B
DH5a_AziR_reorientated_DnaA,1614085,1614217,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1614382,1615513,=>,"PTS system, fructose-specific IIA component",CDS,"PTS system, fructose-specific IIA component (EC 2.7.1.202) / Fructose-specific phosphocarrier protein HPr"
DH5a_AziR_reorientated_DnaA,1615512,1616451,=>,1-phosphofructokinase,CDS,1-phosphofructokinase (EC 2.7.1.56)
DH5a_AziR_reorientated_DnaA,1616467,1618159,=>,"PTS system, inactive IIB catalytic domain / PTS",CDS,"PTS system, inactive IIB catalytic domain / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component"
DH5a_AziR_reorientated_DnaA,1618581,1619523,=>,Pseudouridine kinase,CDS,Pseudouridine kinase (EC 2.7.1.83)
DH5a_AziR_reorientated_DnaA,1619510,1620449,=>,Pseudouridine 5'-phosphate glycosidase,CDS,Pseudouridine 5'-phosphate glycosidase (EC 4.2.1.70)
DH5a_AziR_reorientated_DnaA,1620542,1621793,=>,Pseudouridine transporter PsuT,CDS,Pseudouridine transporter PsuT (putative)
DH5a_AziR_reorientated_DnaA,1621863,1622562,<=,Regulatory protein YeiL,CDS,Regulatory protein YeiL
DH5a_AziR_reorientated_DnaA,1622691,1623633,=>,Pyrimidine-specific ribonucleoside hydrolase RihB,CDS,Pyrimidine-specific ribonucleoside hydrolase RihB (EC 3.2.2.8)
DH5a_AziR_reorientated_DnaA,1623732,1624983,=>,Nucleoside permease NupX,CDS,Nucleoside permease NupX
DH5a_AziR_reorientated_DnaA,1625089,1626178,<=,Uncharacterized sugar kinase YeiI,CDS,Uncharacterized sugar kinase YeiI
